"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GNVYINZK","webpage","","Gregg, Brian; Robinson, Kelsey; Huang, Jess; Kohli, Sajal","Where stores can still compete--and win | McKinsey & Company","","","","","https://www.mckinsey.com/business-functions/marketing-and-sales/our-insights/where-stores-can-still-compete","Even as pressures mount on brick-and-mortar stores, retailers can find growth by focusing on the battlegrounds that are still up for grabs.","","2017-11-24 15:46:57","2017-11-24 15:46:57","2017-11-24 15:46:57","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\Y5W3INZX\where-stores-can-still-compete.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IP23RBW3","blogPost","2017","Cringely, Robert X.","Amazon is Becoming the New Microsoft","I, Cringely","","","","https://www.cringely.com/2017/11/17/15468/","Amazon.com is hugely dominant in cloud computing and behaving like Microsoft did in the 1990s","2017-11-17","2017-11-24 20:07:55","2019-09-23 14:05:52","2017-11-24 20:07:55","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\YFRZPJLS\15468.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNDXIM38","magazineArticle","2017","Dayen, David","The Cause and Consequences of the Retail Apocalypse","The New Republic","","0028-6583","","https://newrepublic.com/article/145813/cause-consequences-retail-apocalypse","Private equity firms overburdened businesses with debt, and now workers are paying the price. Will policymakers do anything about it?","2017-11-14","2017-11-24 20:30:07","2017-11-24 20:30:07","2017-11-24 20:30:06","","","","","","","","","","","","","","","","","","","The New Republic","","","","F:\zotero\storage\JMCM6A87\cause-consequences-retail-apocalypse.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7QFYGHP","webpage","2017","Newman, Jared; Newman, Jared; Newman, Jared","For Amazon, The Future Of Alexa Is About The End Of The Smartphone Era","Fast Company","","","","https://www.fastcompany.com/40479207/for-amazon-the-future-of-alexa-is-about-the-end-of-the-smartphone-era","With touch-screen devices like the Echo Show and Echo Spot, Amazon is trying to upend a decade of smartphones, notifications, and apps.","2017-11-08","2017-11-24 22:41:13","2017-11-24 22:41:13","2017-11-24 22:41:13","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\8G48DGJ7\for-amazon-the-future-of-alexa-is-about-the-end-of-the-smartphone-era.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGEUHXKT","newspaperArticle","2017","Kaminska, Izabella","When a man cannot choose, is he still a consumer?","Financial Times","","","","http://ftalphaville.ft.com/2014/10/15/2007262/when-a-man-cannot-choose-is-he-still-a-consumer/","Supermarket price wars, as we all know, are beginning to weigh on the bottom lines of the nation’s top grocers. [Err, surely they been weighing for a long time no - ed?] So what’s a grocer to do to raise margin? Here’s an idea: accelerate the rollout of the personal pricing revolution and get even bolder with your customer entrapment policies, also known as loyalty programmes. You see, if you thought your local supermarket was just a goods dispensing intermediary whose model depended on pooling suppliers in one convenient location and attracting customers conveniently to that location, you’d be gravely mistaken. Most of the country’s biggest supermarket brands don’t see themselves as plain old grocers anymore. Rather, they like to think of themselves as technology firms.","2017-10-15","2017-12-21 21:40:20","2017-12-21 21:40:49","2017-12-21 21:40:20","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\AVQ67U7L\when-a-man-cannot-choose-is-he-still-a-consumer.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRFRFWU5","newspaperArticle","2014","Kaminska, Izabella","Tesco sees you coming","Financial Times","","","","http://ftalphaville.ft.com/2014/09/22/1979522/tesco-sees-you-coming/","For those who thought Tesco was just an ordinary grocer…. In reality, thanks to the data-gathering power of the clubcard, big data analytics, and an expanding global footprint that provides major leverage with suppliers, Tesco has become a financial trading/commodities behemoth with an edge over any banking commodity trading division thanks to the data it gleans from its customers. Let’s just say, if the average commodity trading desk had the consumption info and warehouses of Tesco at its disposal it too would be keen to give away points to even out mismatches in supply and demand.","2014-09-22","2017-12-21 21:58:03","2017-12-21 22:11:50","2017-12-21 21:58:03","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\T3YV39DB\tesco-sees-you-coming.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC9PR7WQ","magazineArticle","2018","Semuels, Alana","Robots Will Transform Fast Food","The Atlantic","","","","https://www.theatlantic.com/magazine/archive/2018/01/iron-chefs/546581/?utm_source=feed","","2018-02","2017-12-28 03:12:30","2019-09-23 21:21:55","2017-12-28 03:12:30","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\G58SBZUM\546581.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69LLQVS4","blogPost","2017","Melin, Mark","McKinsey report : Retail, Waiter Jobs To Be Hot As World Turn To Robots","ValueWalk","","","","http://www.valuewalk.com/2017/12/mckinsey-report-robots/","McKinsey report Even as entire job functions might be eliminated, those jobs that remain will likely be dramatically impacted by automation.","2017-12-05","2017-12-28 03:17:12","2017-12-28 03:17:12","2017-12-28 03:17:12","","","","","","","McKinsey report","","","","","","","","","","","","","","","","F:\zotero\storage\K9QCF9M8\mckinsey-report-robots.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JK543FH4","webpage","2017","Kossman, Sienna","The worst of the retail apocalypse is on the way","The American Genius","","","","https://theamericangenius.com/business-news/retail-apocalypse/","(BUSINESS NEWS) We've long lamented the decline of big box retail, but one report says the","2017-12-04","2017-12-28 03:42:31","2019-09-23 17:55:38","2017-12-28 03:42:31","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\TNGIAYCA\retail-apocalypse.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXB2VZIU","report","2017","Clark, Jennifer; Williams-Baron, Emma; Hartmann, Heidi","Decline in Retail Jobs Felt Entirely by Women","","","","","https://iwpr.org/publications/decline-retail-jobs-felt-entirely-women/","Men gained retail jobs over the last year, despite overall job loss in the industry   The Institute for Women’s Policy Research (IWPR) analysis of the December employment report from the U.S. Bureau of Labor Statistics (BLS) establishment survey finds that, over the last year (November 2016 – November 2017), women gained fewer jobs than …","2017-12-18","2018-01-01 17:10:05","2019-09-23 17:52:23","2018-01-01 17:10:05","","","","","","","","","","","","Institute for Women's Policy Research","","","","","","","","","","","F:\zotero\storage\7PJM45AD\decline-retail-jobs-felt-entirely-women.html; ","https://iwpr.org/publications/decline-retail-jobs-felt-entirely-women/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDCG863T","blogPost","2017","Fitzpayne, Alastair; Pollack, Ethan; Greenberg, Hilary","Industry at a Glance: The Future of Retail","The Aspen Institute","","","","https://www.aspeninstitute.org/blog-posts/industry-at-a-glance-the-future-of-retail/","As technological innovations and broader economic trends reshape business and the nature of work, entire industries will be affected. The retail industry – which provides millions of American workers across the country with stable, entry-level employment – appears to be undergoing significant disruption.","2017-11-27","2018-01-01 18:56:16","2019-09-23 17:47:57","2018-01-01 18:56:16","","","","","","","Industry at a Glance","","","","","","","","","","","","","","","","F:\zotero\storage\RWJW72BB\industry-at-a-glance-the-future-of-retail.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQPKMMIJ","blogPost","2017","Wolf, Richter","Malls and their Hapless Investors Keep Getting Crushed","Wolf Street","","","","https://wolfstreet.com/2017/11/03/retail-malls-reit-investors-crushed-cbl/","(Creative) Destruction in the brick-and-mortar meltdown.","2017-11-03","2018-01-01 22:35:49","2019-09-23 17:47:00","2018-01-01 22:35:49","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\YMJW2QXA\retail-malls-reit-investors-crushed-cbl.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDCWDQ5B","blogPost","2017","Richter, Wolf","Online, Mobile Crush Everything Else this Holiday Season","Wolf Street","","","","https://wolfstreet.com/2017/11/27/online-mobile-v-brick-and-mortar-holiday-sales-2017/","“I think that world is gone,” says Walmart US CEO about the Black Friday “mayhem” of prior years.","2017-11-27","2018-01-01 22:36:11","2019-09-23 18:04:18","2018-01-01 22:36:11","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\2V59T7CA\online-mobile-v-brick-and-mortar-holiday-sales-2017.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CFEQLQI","webpage","","","Loyalty or Lock-In? Most Smart Speaker Users Won't Budge From Amazon or Google | news.sys-con.com","","","","","http://news.sys-con.com/node/4214911","","","2018-01-02 17:04:05","2018-01-02 17:04:05","2018-01-02 17:04:05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6M8IN2YG","newspaperArticle","2018","Wingfield, Nick","Inside Amazon Go, a Store of the Future","The New York Times","","0362-4331","","https://www.nytimes.com/2018/01/21/technology/inside-amazon-go-a-store-of-the-future.html","The technology inside Amazon’s new convenience store, opening Monday in downtown Seattle, enables a shopping experience like no other — including no checkout lines.","2018-01-21","2018-01-23 02:20:42","2019-09-23 18:04:04","2018-01-23 02:20:42","","","","","","","","","","","","","","en-US","","","","","NYTimes.com","","","","F:\zotero\storage\DPCMKTJQ\inside-amazon-go-a-store-of-the-future.html","","","Amazon.com Inc; Computers and the Internet; Mobile Applications; Shoplifting and Employee Theft (Retail); Supermarkets and Grocery Stores; Whole Foods Market Inc; Convenience Stores; Customer Relations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Technology","","","",""
"T6JP7LNY","newspaperArticle","2017","Wingfield, Nick","As Amazon Pushes Forward With Robots, Workers Find New Roles","The New York Times","","0362-4331","","https://www.nytimes.com/2017/09/10/technology/amazon-robots-workers.html","Amazon is on the forefront of automation, finding new ways of getting robots to do the work once handled by human employees.","2017-09-10","2018-01-23 02:26:51","2018-01-23 02:26:51","2018-01-23 02:26:51","","","","","","","","","","","","","","en-US","","","","","NYTimes.com","","","","F:\zotero\storage\RELNJEP2\amazon-robots-workers.html","","","Amazon.com Inc; Labor and Jobs; Factories and Manufacturing; Robots and Robotics; E-Commerce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Technology","","","",""
"R8UXJDIZ","blogPost","","Evans, Benedict","Smart homes and vegetable peelers","Benedict Evans","","","","https://www.ben-evans.com/benedictevans/2018/1/4/smart-homes-and-vegetable-peelers","How many smart things will we have in our homes? What will make sense? How much room is there here for startups? Will all these devices be connected to Alexa, and if they are, will it matter?","","2018-02-05 19:59:36","2018-02-08 14:43:14","2018-02-05 19:59:36","","","","","","","","","","","","","","en-GB","","","","","","","","","F:\zotero\storage\Y695XMDZ\smart-homes-and-vegetable-peelers.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N48XQU48","magazineArticle","2018","Grothaus, Michael","Amazon is now the third largest digital ad platform in the U.S.","Fast Company","","","","https://www.fastcompany.com/90238986/amazon-is-now-the-third-largest-digital-ad-platform-in-the-u-s?utm_source=feedly&utm_medium=webfeeds","","2018-09-19","2018-09-21 14:40:54","2019-09-23 14:07:08","2018-09-21 14:40:54","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\2QG8YTLW\amazon-is-now-the-third-largest-digital-ad-platform-in-the-u-s.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
